episode number, steps in evaluation, accumulated reward, done 
0, 200, -503.22731608220283, 1
1, 200, -1041.8260707315035, 1
2, 200, -1156.571183812805, 1
3, 200, -873.9130124265793, 1
4, 200, -892.2691198784345, 1
5, 200, -922.3624989685204, 1
6, 200, -894.9026715973711, 1
7, 200, -769.3309154754523, 1
8, 200, -870.7988419744682, 1
9, 200, -826.3278590937217, 1
10, 200, -758.5394014267689, 1
11, 200, -1211.128457871054, 1
12, 200, -1125.1010581848914, 1
13, 200, -1298.3310610598805, 1
14, 200, -1165.9495245103174, 1
15, 200, -1274.626045062828, 1
16, 200, -1326.9971916060606, 1
17, 200, -1342.9520957524312, 1
18, 200, -1324.237862060539, 1
19, 200, -1307.108328838345, 1
20, 200, -1309.2481034653597, 1
21, 200, -1307.224078695259, 1
22, 200, -1326.4948352860247, 1
23, 200, -1322.4543601090509, 1
24, 200, -1303.2014706072623, 1
25, 200, -1240.5759486648424, 1
26, 200, -1215.231148324587, 1
27, 200, -1005.8509142925493, 1
28, 200, -466.6831693670146, 1
29, 200, -1.4928691010567414, 1
30, 200, -0.7438879399164839, 1
31, 200, -0.032896519253631996, 1
32, 200, -0.44149098952716737, 1
33, 200, -1.6240154940077938, 1
34, 200, -3.830533626157657, 1
35, 200, -5.035585267531888, 1
36, 200, -6.273569353395959, 1
37, 200, -10.836297272971752, 1
38, 200, -9.130244507524337, 1
39, 200, -410.5989915558544, 1
40, 200, -415.587710601139, 1
41, 200, -411.83186685940905, 1
42, 200, -420.8979945585357, 1
43, 200, -534.6014139136241, 1
44, 200, -542.0745059487355, 1
45, 200, -531.3884822948362, 1
46, 200, -473.6416370339347, 1
47, 200, -499.34674387528275, 1
48, 200, -522.2473006861712, 1
49, 200, -526.2782846540093, 1
50, 200, -526.1139501470722, 1
51, 200, -524.7115076653059, 1
52, 200, -489.07659220113396, 1
53, 200, -394.67700870248024, 1
54, 200, -141.01745676962054, 1
55, 200, -139.3637555735165, 1
56, 200, -12.20190599390242, 1
57, 200, -6.186152494004298, 1
58, 200, -8.04514929578935, 1
59, 200, -6.5267778098244245, 1
60, 200, -4.956543451697914, 1
61, 200, -5.306726253772467, 1
62, 200, -4.175915403340681, 1
63, 200, -3.802646182644975, 1
64, 200, -4.192159711965984, 1
65, 200, -3.566489507649916, 1
66, 200, -4.94899851025237, 1
67, 200, -4.397062552858276, 1
68, 200, -4.580904170847904, 1
69, 200, -4.679067852914629, 1
70, 200, -4.114094571976575, 1
71, 200, -4.999974522486485, 1
72, 200, -3.273567307030866, 1
73, 200, -3.4355662289885798, 1
74, 200, -4.5671307883991155, 1
75, 200, -3.8889065314390607, 1
76, 200, -3.262799116454797, 1
77, 200, -2.9480486451608963, 1
78, 200, -2.7491267243276756, 1
79, 200, -5.1543298067376515, 1
80, 200, -2.918695061577661, 1
81, 200, -3.423629147176858, 1
82, 200, -3.9945862617250762, 1
83, 200, -3.5423850242045916, 1
84, 200, -4.219789714686362, 1
85, 200, -3.8945054732563316, 1
86, 200, -4.409538167030751, 1
87, 200, -4.595597216287271, 1
88, 200, -5.0543195412758, 1
89, 200, -4.975180945017135, 1
90, 200, -4.998672652777144, 1
91, 200, -5.121561589122874, 1
92, 200, -5.081411352023702, 1
93, 200, -5.1166023636821745, 1
94, 200, -5.411157351388013, 1
95, 200, -6.85594774039042, 1
96, 200, -5.580418357622786, 1
97, 200, -4.534118680519659, 1
98, 200, -4.547133927927852, 1
99, 200, -2.922961340187578, 1
100, 200, -3.261386088464574, 1
101, 200, -2.7009946910614793, 1
102, 200, -3.1679222797474846, 1
103, 200, -2.976826380230546, 1
104, 200, -2.2736674932813625, 1
105, 200, -3.8778625335104624, 1
106, 200, -3.4319309697424147, 1
107, 200, -2.7532853257689074, 1
108, 200, -5.244665861325487, 1
109, 200, -3.650768800011046, 1
110, 200, -4.886174462704718, 1
111, 200, -4.380618158707175, 1
112, 200, -9.04584056443381, 1
113, 200, -8.22094178232279, 1
114, 200, -8.159003950937732, 1
115, 200, -8.684628715506816, 1
116, 200, -9.20768276393895, 1
117, 200, -9.779593336260659, 1
118, 200, -9.59304431167388, 1
119, 200, -9.096267144666045, 1
120, 200, -8.881481713144199, 1
121, 200, -9.214659522337849, 1
122, 200, -9.242696117883183, 1
123, 200, -8.902141712528024, 1
124, 200, -9.531904258570963, 1
125, 200, -9.717086997127344, 1
126, 200, -8.7266982476221, 1
127, 200, -9.166992283482996, 1
128, 200, -9.680685599550506, 1
129, 200, -8.26592984897005, 1
130, 200, -9.604650800401616, 1
131, 200, -10.40014815743016, 1
132, 200, -10.285694543785267, 1
133, 200, -9.759939648604215, 1
134, 200, -9.270096524700254, 1
135, 200, -9.649444768925626, 1
136, 200, -10.71664139644644, 1
137, 200, -9.600814312079146, 1
138, 200, -10.163473374390382, 1
139, 200, -10.27842798729424, 1
140, 200, -10.897989327977747, 1
141, 200, -10.696207814587607, 1
142, 200, -10.94985097415714, 1
143, 200, -11.345400449837795, 1
144, 200, -10.757979853123162, 1
145, 200, -10.783553370848093, 1
146, 200, -10.93428000501086, 1
147, 200, -10.610727563745687, 1
148, 200, -11.507247187180225, 1
149, 200, -11.19487747936719, 1
150, 200, -11.088933014800809, 1
151, 200, -11.060062699955004, 1
152, 200, -12.132201759520585, 1
153, 200, -11.442610524208812, 1
154, 200, -11.504598893250263, 1
155, 200, -11.243902495485722, 1
156, 200, -11.37787170189765, 1
157, 200, -11.641102498067868, 1
158, 200, -10.84071027464666, 1
159, 200, -10.599995657016729, 1
160, 200, -10.69543338532696, 1
161, 200, -11.323175530582228, 1
162, 200, -10.902247525967052, 1
163, 200, -11.4616811988747, 1
164, 200, -10.764025375470595, 1
165, 200, -10.285184881127803, 1
166, 200, -11.009514459660842, 1
167, 200, -11.413118979121062, 1
168, 200, -10.347451952407498, 1
169, 200, -10.487527084242986, 1
170, 200, -10.92076924542687, 1
171, 200, -10.504739991354585, 1
172, 200, -11.234879819655397, 1
173, 200, -10.475009875717808, 1
174, 200, -9.925255786632189, 1
175, 200, -10.045095882048743, 1
176, 200, -10.825530075387393, 1
177, 200, -9.936034443121665, 1
178, 200, -9.999769414391166, 1
179, 200, -9.444667152860685, 1
180, 200, -10.013385317876292, 1
181, 200, -10.498275649907123, 1
182, 200, -9.880917155385761, 1
183, 200, -9.918174792412568, 1
184, 200, -10.129072372588169, 1
185, 200, -10.017954463425745, 1
186, 200, -9.763363400465998, 1
187, 200, -10.261619989631194, 1
188, 200, -10.162548838832343, 1
189, 200, -9.11474130806102, 1
190, 200, -10.119046115065682, 1
191, 200, -9.474124030890277, 1
192, 200, -9.29111839705249, 1
193, 200, -9.537685420125344, 1
194, 200, -9.849828377704526, 1
195, 200, -9.781220131201168, 1
196, 200, -8.537019983041699, 1
197, 200, -8.593565255757134, 1
198, 200, -7.51106996089623, 1
199, 200, -8.11811908639129, 1
200, 200, -7.291421181538909, 1
201, 200, -8.017692208411512, 1
202, 200, -6.178420780159416, 1
203, 200, -5.878381877686653, 1
204, 200, -6.087815793013068, 1
205, 200, -6.090515134156174, 1
206, 200, -6.842307026623818, 1
207, 200, -5.897383310802437, 1
208, 200, -5.882403413911175, 1
209, 200, -5.981928498017082, 1
210, 200, -6.147696186348776, 1
211, 200, -6.676334542956026, 1
212, 200, -5.55176567579262, 1
213, 200, -5.697507714424282, 1
214, 200, -5.8516171028363395, 1
215, 200, -5.973552306059258, 1
216, 200, -5.393208330564832, 1
217, 200, -3.841196845554156, 1
218, 200, -3.2433004307114883, 1
219, 200, -2.0651393872316857, 1
220, 200, -1.182449016366013, 1
221, 200, -0.9162432555386123, 1
222, 200, -0.06392906066385781, 1
223, 200, -0.18449637530497512, 1
224, 200, -0.0645924506275159, 1
225, 200, -0.05362981014561741, 1
226, 200, -0.02498518403285732, 1
227, 200, -0.19800914232130337, 1
228, 200, -0.056362016535592994, 1
229, 200, -0.04840382421175342, 1
230, 200, -0.06492992063448376, 1
231, 200, -0.0067134977700049345, 1
232, 200, -0.012717724403781565, 1
233, 200, -0.0007714301715746164, 1
234, 200, -0.12580137893821344, 1
235, 200, -0.09170486973224962, 1
236, 200, -0.03370409688292087, 1
237, 200, -0.2082505372873808, 1
238, 200, -0.13044326999144337, 1
239, 200, -0.15328392013626965, 1
240, 200, -0.1479695853421066, 1
241, 200, -0.045414820261795885, 1
242, 200, -0.05880871524644839, 1
243, 200, -0.06992546891869483, 1
244, 200, -0.06443017452839936, 1
245, 200, -0.02303087435254875, 1
246, 200, -0.005163407066365267, 1
247, 200, -0.059075230250993586, 1
248, 200, -0.009081541335276095, 1
249, 200, -0.059561329479866, 1
250, 200, -0.050826628628915446, 1
251, 200, -0.03696490477328392, 1
252, 200, -0.04324746524903383, 1
253, 200, -0.04426096887341182, 1
254, 200, -0.04731619319551306, 1
255, 200, -0.0058324995760963005, 1
256, 200, -0.093558029598588, 1
257, 200, -0.02483029917805499, 1
258, 200, -0.11153935605335942, 1
259, 200, -0.08677696722989656, 1
260, 200, -0.6780439370377387, 1
261, 200, -0.29638797761411934, 1
262, 200, -0.21299416138718646, 1
263, 200, -0.23596063913413237, 1
264, 200, -0.06049346401719839, 1
265, 200, -0.07750211834323305, 1
266, 200, -0.09906425391783846, 1
267, 200, -0.10247725346819243, 1
268, 200, -0.12262490656360636, 1
269, 200, -0.10266929654486134, 1
270, 200, -0.19695743058908002, 1
271, 200, -0.13109265993143046, 1
272, 200, -0.14379616882209803, 1
