episode number, steps in evaluation, accumulated reward, done 
0, 200, -0.7778460840835686, 1
5, 200, -14.529259413964711, 1
10, 200, -1386.9893702935954, 1
15, 200, -12.243833173569856, 1
20, 200, -1483.4167640218989, 1
25, 200, -11.722520827133305, 1
30, 200, -1388.0342315100233, 1
35, 200, -46.11437882549679, 1
40, 200, -1354.0173893203191, 1
45, 200, -21.258618708901306, 1
50, 200, -1159.1752678622877, 1
55, 200, -16.20384594637935, 1
60, 200, -996.3203960680161, 1
65, 200, -46.60246822035849, 1
70, 200, -817.122809740608, 1
75, 200, -54.26316423437758, 1
80, 200, -487.2735576600642, 1
85, 200, -944.5346056289378, 1
90, 200, -1088.8068169943094, 1
95, 200, -617.1848497756208, 1
100, 200, -791.2601808304424, 1
105, 200, -303.56116595095114, 1
110, 200, -4.874764860812866, 1
115, 200, -3.8580691018883266, 1
120, 200, -2.7945603193736113, 1
125, 200, -1.5331837216009379, 1
130, 200, -0.266140852271844, 1
135, 200, -0.7922538804002199, 1
140, 200, -22.089862355135278, 1
145, 200, -3.8340484876636474, 1
150, 200, -81.66296641403409, 1
155, 200, -0.12515651157249055, 1
160, 200, -1.7704197687939311, 1
165, 200, -0.27519411768326013, 1
170, 200, -0.1023273823894794, 1
175, 200, -0.004015318029124127, 1
180, 200, -0.058716437708121016, 1
185, 200, -0.024145669172777877, 1
190, 200, -0.21781374401981518, 1
195, 200, -0.1051259081691607, 1
200, 200, -0.06057963285312153, 1
205, 200, -0.8398458898629952, 1
210, 200, -0.8937628224167324, 1
215, 200, -0.6553425882124158, 1
220, 200, -1.0466861616272678, 1
225, 200, -1.168981374676603, 1
230, 200, -0.7754807400860165, 1
235, 200, -1.2432574856948835, 1
240, 200, -1.310939534393927, 1
245, 200, -1.564347083600946, 1
250, 200, -0.2231995306292229, 1
255, 200, -0.13599473249839916, 1
260, 200, -0.07268204207774394, 1
265, 200, -0.6431064735258312, 1
270, 200, -1.745033067718671, 1
275, 200, -0.2881730664060809, 1
280, 200, -1.196991777102653, 1
285, 200, -1.0184937811585233, 1
290, 200, -2.525910934230473, 1
295, 200, -1.0631227884317684, 1
300, 200, -0.8107075570489234, 1
305, 200, -0.8777452326684592, 1
310, 200, -21.574805852875418, 1
315, 200, -1.3171994519773063, 1
320, 200, -3.1406799403258865, 1
325, 200, -0.8022510677871423, 1
330, 200, -0.9282184070718076, 1
335, 200, -0.7183173884319275, 1
340, 200, -2.317292141508566, 1
345, 200, -1.107210092040745, 1
350, 200, -1.6540756076483847, 1
355, 200, -1.0135843628557089, 1
360, 200, -0.7391626919014213, 1
365, 200, -0.2905875997552697, 1
370, 200, -1.365494051514192, 1
375, 200, -0.6413543573114968, 1
380, 200, -4.391552648411453, 1
385, 200, -4.0882259495022355, 1
390, 200, -2.0996802233076943, 1
395, 200, -2.8373129477071934, 1
400, 200, -3.1116785535127844, 1
405, 200, -3.7628266736042026, 1
410, 200, -3.8726613796472305, 1
415, 200, -1.7875150646777638, 1
420, 200, -8.587135303001151, 1
425, 200, -0.9143715074749947, 1
430, 200, -507.06095116125914, 1
435, 200, -7.905867756174761, 1
440, 200, -7.348154434258861, 1
445, 200, -577.7399338437446, 1
450, 200, -53.401803657580196, 1
455, 200, -45.16380542984208, 1
460, 200, -8.219214694607587, 1
465, 200, -6.401530439374946, 1
470, 200, -7.680894728647932, 1
475, 200, -547.3426994688249, 1
480, 200, -40.88369998773834, 1
485, 200, -5.0033181647161635, 1
490, 200, -0.901733159670878, 1
495, 200, -4.633358250353563, 1
500, 200, -2.4213931668137607, 1
505, 200, -8.537842255231698, 1
510, 200, -5.542983865445198, 1
515, 200, -5.283374335651392, 1
520, 200, -763.4053981893665, 1
525, 200, -1.8506557329823567, 1
530, 200, -173.14472992186768, 1
535, 200, -4.383362184533083, 1
540, 200, -2.9800342868556884, 1
545, 200, -812.7701152791345, 1
550, 200, -8.653759804618907, 1
555, 200, -1.9805804161620244, 1
560, 200, -1.3299729313697015, 1
565, 200, -1.9169656980035372, 1
570, 200, -4.439181905117258, 1
575, 200, -3.363487759452227, 1
580, 200, -2.9423472615122805, 1
585, 200, -1.0762494492978114, 1
590, 200, -0.8083421278117694, 1
595, 200, -1.2911042969617894, 1
600, 200, -1.1307746356252253, 1
605, 200, -3.6769110405386534, 1
610, 200, -3.3766418056454093, 1
615, 200, -0.5385073958909087, 1
620, 200, -2.643845099028279, 1
625, 200, -4.008944150731059, 1
630, 200, -1.3548518213776206, 1
635, 200, -6.4854439557395125, 1
640, 200, -2.7734130998088813, 1
645, 200, -0.19242245955067785, 1
650, 200, -3.855594835130688, 1
655, 200, -0.4799521948649222, 1
660, 200, -1.8847126367135685, 1
665, 200, -2.5565865674775226, 1
670, 200, -1.9857182074730444, 1
675, 200, -6.61953436879386, 1
680, 200, -7.702428539765511, 1
685, 200, -4.5607343438946115, 1
690, 200, -7.170326284089608, 1
695, 200, -2.737777998990719, 1
700, 200, -7.677959556251102, 1
705, 200, -7.133272340822051, 1
710, 200, -7.310729184033951, 1
715, 200, -6.040686518414891, 1
720, 200, -9.303519473459973, 1
725, 200, -5.43884334648714, 1
730, 200, -6.942018808978436, 1
735, 200, -6.99638619836048, 1
740, 200, -334.20473989161815, 1
745, 200, -7.560308862400303, 1
750, 200, -8.170914064074909, 1
755, 200, -4.295894673994211, 1
760, 200, -36.82052507289574, 1
765, 200, -8.254916057404884, 1
770, 200, -6.440031472586112, 1
775, 200, -3.742175469647991, 1
780, 200, -5.3776115153305035, 1
785, 200, -8.000696963470908, 1
790, 200, -7.0383387851075225, 1
795, 200, -8.049935704368684, 1
800, 200, -7.547624907031597, 1
805, 200, -5.628151780852053, 1
810, 200, -6.806653849830852, 1
815, 200, -7.648068179800253, 1
820, 200, -6.84427208424384, 1
825, 200, -88.45728987883027, 1
830, 200, -6.1663565833025995, 1
835, 200, -5.5609696922123915, 1
840, 200, -5.860917563618195, 1
845, 200, -6.422233870110792, 1
850, 200, -5.1232916869497975, 1
855, 200, -3.3101207137710413, 1
860, 200, -0.03496482290546856, 1
865, 200, -0.2657545174481568, 1
870, 200, -10.890751515337683, 1
875, 200, -10.337120379383695, 1
880, 200, -8.350678011623573, 1
885, 200, -10.383441814609444, 1
890, 200, -16.74974821892546, 1
895, 200, -7.5223949084679615, 1
900, 200, -5.923737359340523, 1
905, 200, -8.185707177301643, 1
910, 200, -18.284721514833475, 1
915, 200, -8.624068632261128, 1
920, 200, -9.651412625832517, 1
925, 200, -10.108390673414604, 1
930, 200, -11.04135944454982, 1
935, 200, -2.4599165847386386, 1
940, 200, -9.080889111611603, 1
945, 200, -13.285126760347225, 1
950, 200, -9.786290808078073, 1
955, 200, -7.963571927023823, 1
960, 200, -8.187475241358396, 1
965, 200, -9.819987544224789, 1
970, 200, -9.03322076282475, 1
975, 200, -7.255239397537478, 1
980, 200, -5.582498918700249, 1
985, 200, -6.376999939998865, 1
990, 200, -3.5695708479464208, 1
995, 200, -3.6220322707023036, 1
1000, 200, -5.656898449772867, 1
